incident_number,assignment_group,status,resolution_notes,MTTR,Priority,created_date,incident_description
INC101223,LCH - Service2 - Support,Completed,Database: Cleared blocking session and restarted job.,16.41,P4,2021-04-04,finance user faced timeout error in VPN client queries run from NY data center. Continue manager rule.
INC101224,LCH - Service2 - Support,In-Progress,Database: Optimized SQL query to resolve timeout.,12.82,P4,2021-04-04,manager faced timeout error in VPN client queries run from VPN network. Difficult discover woman find.
INC101225,LCH - Service1 - Support,Completed,Software: Patched application resolved crash issue.,9.34,P4,2021-04-04,intern experienced software crash while accessing data warehouse at remote session. Lawyer scene amount.
INC101226,LCH - Service1 - Support,Completed,Access: MFA reset completed for user login.,10.99,P4,2021-04-04,IT support unable to log into data warehouse from NY data center environment. Remember effect maybe.
INC101227,LCH - Service1 - Support,In-Progress,Hardware: Power unit replacement resolved the issue.,5.88,P4,2021-04-04,manager's device at remote session showed signs of failure during diagnostics. Party control seven where model.
INC101228,LCH - Service1 - Support,Completed,Database: Table indexing completed to improve performance.,5.81,P4,2021-04-11,finance user faced timeout error in CRM queries run from VPN network. Trip shoulder able.
INC101229,LCH - Service2 - Support,Completed,Access: MFA reset completed for user login.,12.64,P4,2021-04-11,manager unable to log into SSO from VPN network environment. Information treat either.
INC101230,LCH - Service1 - Support,Completed,Network: DHCP reconfiguration fixed IP allocation.,7.95,P4,2021-04-11,finance user reported network disruption at NY data center affecting CRM. Three couple military guess real every.
INC101231,LCH - Service1 - Support,Completed,Network: VPN issue resolved by resetting tunnel configuration.,11.88,P3,2021-04-11,developer reported network disruption at NY data center affecting SSO. Major job be positive.
INC101232,LCH - Service2 - Support,Completed,Network: Switch firmware upgrade resolved packet loss.,13.11,P3,2021-04-11,intern reported network disruption at HR portal affecting SSO. Glass suffer standard always where.
INC101233,LCH - Service2 - Support,In-Progress,Access: MFA reset completed for user login.,9.77,P4,2021-04-11,developer unable to log into CRM from NY data center environment. Dog plan several term similar.
INC101234,LCH - Service1 - Support,In-Progress,Access: Group membership updated in AD.,9.6,P2,2021-04-11,finance user unable to log into data warehouse from NY data center environment. This risk theory return themselves offer.
INC101235,LCH - Service1 - Support,Completed,Software: Patched application resolved crash issue.,5.03,P4,2021-04-18,manager experienced software crash while accessing VPN client at HR portal. State front able.
INC101236,LCH - Service1 - Support,Completed,Hardware: Replaced faulty RAM module.,6.09,P4,2021-04-18,developer's device at London office showed signs of failure during diagnostics. Exist store catch begin.
INC101237,LCH - Service1 - Support,Cancelled,Network: VPN issue resolved by resetting tunnel configuration.,4.43,P4,2021-04-18,developer reported network disruption at NY data center affecting VPN client. Fear particular small feeling star.
INC101238,LCH - Service1 - Support,Completed,Software: Reinstalled software after registry clean-up.,14.4,P4,2021-04-18,manager experienced software crash while accessing CRM at London office. Require hospital attack performance.
INC101239,LCH - Service2 - Support,In-Progress,Hardware: Cleaned fan assembly and updated BIOS.,12.67,P4,2021-04-18,finance user's device at HR portal showed signs of failure during diagnostics. Sell station result.
INC101240,LCH - Service2 - Support,Completed,Network: VPN issue resolved by resetting tunnel configuration.,13.77,P3,2021-04-18,analyst reported network disruption at London office affecting SSO. Production eight out subject step.
INC101241,LCH - Service2 - Support,In-Progress,Database: Table indexing completed to improve performance.,3.74,P4,2021-04-18,IT support faced timeout error in VPN client queries run from London office. Week all decide arrive exactly interesting right.
INC101242,LCH - Service1 - Support,Completed,Software: Patched application resolved crash issue.,10.74,P4,2021-04-18,manager experienced software crash while accessing SSO at VPN network. Feel learn fast.
INC101243,LCH - Service1 - Support,Completed,Database: Optimized SQL query to resolve timeout.,11.1,P4,2021-04-18,IT support faced timeout error in data warehouse queries run from remote session. Next source black Republican.
INC101244,LCH - Service2 - Support,Completed,Network: Switch firmware upgrade resolved packet loss.,11.08,P4,2021-04-18,developer reported network disruption at HR portal affecting data warehouse. Help main drug.
INC101245,LCH - Service1 - Support,Completed,Network: Switch firmware upgrade resolved packet loss.,13.68,P4,2021-04-18,developer reported network disruption at London office affecting data warehouse. The young society six while.
INC101246,LCH - Service1 - Support,Completed,Database: Optimized SQL query to resolve timeout.,1.96,P4,2021-04-18,finance user faced timeout error in CRM queries run from VPN network. Investment sing must.
INC101247,LCH - Service2 - Support,Completed,Access: MFA reset completed for user login.,21.5,P3,2021-04-18,analyst unable to log into email gateway from NY data center environment. In couple foreign.
INC101248,LCH - Service2 - Support,Completed,Software: Reinstalled software after registry clean-up.,11.75,P4,2021-04-25,developer experienced software crash while accessing CRM at VPN network. Building major standard sell responsibility various.
INC101249,LCH - Service2 - Support,In-Progress,Network: DHCP reconfiguration fixed IP allocation.,0.96,P4,2021-04-25,intern reported network disruption at NY data center affecting VPN client. Board interest above agreement.
INC101250,LCH - Service1 - Support,Completed,Database: Cleared blocking session and restarted job.,10.63,P4,2021-04-25,IT support faced timeout error in email gateway queries run from NY data center. Common specific structure energy focus enough.
INC101251,LCH - Service1 - Support,Completed,Network: Switch firmware upgrade resolved packet loss.,5.58,P4,2021-04-25,finance user reported network disruption at VPN network affecting CRM. Less age magazine perform.
INC101252,LCH - Service1 - Support,Completed,Network: VPN issue resolved by resetting tunnel configuration.,16.03,P4,2021-04-25,developer reported network disruption at NY data center affecting VPN client. Call nearly one sport camera.
INC101253,LCH - Service2 - Support,Completed,Access: Group membership updated in AD.,6.84,P3,2021-04-25,finance user unable to log into CRM from VPN network environment. Behind middle prevent move for.
INC101254,LCH - Service1 - Support,Completed,Software: Reinstalled software after registry clean-up.,4.34,P4,2021-04-25,finance user experienced software crash while accessing data warehouse at HR portal. Edge factor memory both guess effect.
INC101255,LCH - Service2 - Support,In-Progress,Database: Cleared blocking session and restarted job.,18.87,P3,2021-04-25,intern faced timeout error in CRM queries run from London office. Week government sound indeed.
INC101256,LCH - Service2 - Support,Completed,Database: Optimized SQL query to resolve timeout.,18.52,P4,2021-04-25,IT support faced timeout error in SSO queries run from NY data center. Natural adult remember make interest.
INC101257,LCH - Service2 - Support,Completed,Access: Group membership updated in AD.,17.17,P4,2021-04-25,IT support unable to log into VPN client from HR portal environment. Travel those second leave late artist.
INC101258,LCH - Service1 - Support,Completed,Access: Group membership updated in AD.,0.74,P2,2021-04-25,intern unable to log into SSO from London office environment. Radio miss admit author.
INC101259,LCH - Service1 - Support,Completed,Hardware: Replaced faulty RAM module.,8.67,P4,2021-04-25,developer's device at VPN network showed signs of failure during diagnostics. Night artist job.
INC101260,LCH - Service2 - Support,Completed,Hardware: Power unit replacement resolved the issue.,7.9,P3,2021-04-25,developer's device at HR portal showed signs of failure during diagnostics. Value reflect spend book keep.
INC101261,LCH - Service1 - Support,Completed,Database: Cleared blocking session and restarted job.,6.01,P3,2021-05-02,developer faced timeout error in VPN client queries run from NY data center. Political hundred dark.
INC101262,LCH - Service1 - Support,In-Progress,Access: Group membership updated in AD.,7.63,P3,2021-05-02,manager unable to log into VPN client from NY data center environment. Night president sort career professor.
INC101263,LCH - Service1 - Support,In-Progress,Software: Updated dependency libraries to resolve error.,6.41,P4,2021-05-02,manager experienced software crash while accessing VPN client at London office. Them push rest five new grow.
